PassengerId,Sex,Pclass,ClassXSex,FamilySize_large,FamilySize_small,FamilySize_solo,FarePerPerson,Age,IsChild,Embarked_C,Embarked_Q,Embarked_S,Embarked_unknown,Title_men,Title_noble,Title_other,Title_women,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_no_cabin,Survived
1,1,3,6,0,1,0,3.625,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,0,1,1,0,1,0,35.64165,38.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
3,0,3,3,0,0,1,7.925,26.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4,0,1,1,0,1,0,26.55,35.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
5,1,3,6,0,0,1,8.05,35.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6,1,3,6,0,0,1,8.4583,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
7,1,1,4,0,0,1,51.8625,54.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
8,1,3,6,1,0,0,4.215,2.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
9,0,3,3,0,1,0,3.7111,27.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
10,0,2,2,0,1,0,15.0354,14.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
11,0,3,3,0,1,0,5.566666666666666,4.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
12,0,1,1,0,0,1,26.55,58.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
13,1,3,6,0,0,1,8.05,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
14,1,3,6,1,0,0,4.4678571428571425,39.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
15,0,3,3,0,0,1,7.8542,14.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
16,0,2,2,0,0,1,16.0,55.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
17,1,3,6,1,0,0,4.854166666666667,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
18,1,2,5,0,0,1,13.0,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
19,0,3,3,0,1,0,9.0,31.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,0,3,3,0,0,1,7.225,21.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
21,1,2,5,0,0,1,26.0,35.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22,1,2,5,0,0,1,13.0,34.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
23,0,3,3,0,0,1,8.0292,15.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
24,1,1,4,0,0,1,35.5,28.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
25,0,3,3,1,0,0,4.215,8.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
26,0,3,3,1,0,0,4.483928571428572,38.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
27,1,3,6,0,0,1,7.225,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
28,1,1,4,1,0,0,43.833333333333336,19.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
29,0,3,3,0,0,1,7.8792,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
30,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
31,1,1,4,0,0,1,27.7208,40.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32,0,1,1,0,1,0,73.2604,35.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
33,0,3,3,0,0,1,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
34,1,2,5,0,0,1,10.5,66.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
35,1,1,4,0,1,0,41.0854,28.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
36,1,1,4,0,1,0,26.0,42.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
37,1,3,6,0,0,1,7.2292,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
38,1,3,6,0,0,1,8.05,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
39,0,3,3,0,1,0,6.0,18.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40,0,3,3,0,1,0,5.62085,14.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
41,0,3,3,0,1,0,4.7375,40.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,0,2,2,0,1,0,10.5,27.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43,1,3,6,0,0,1,7.8958,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44,0,2,2,0,1,0,10.3948,3.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
45,0,3,3,0,0,1,7.8792,19.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
46,1,3,6,0,0,1,8.05,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,1,3,6,0,1,0,7.75,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
48,0,3,3,0,0,1,7.75,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
49,1,3,6,0,1,0,7.226400000000001,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
50,0,3,3,0,1,0,8.9,18.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
51,1,3,6,1,0,0,6.614583333333333,7.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
52,1,3,6,0,0,1,7.8,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,0,1,1,0,1,0,38.3646,49.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
54,0,2,2,0,1,0,13.0,29.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
55,1,1,4,0,1,0,30.9896,65.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
56,1,1,4,0,0,1,35.5,40.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
57,0,2,2,0,0,1,10.5,21.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
58,1,3,6,0,0,1,7.2292,28.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59,0,2,2,0,1,0,6.9375,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
60,1,3,6,1,0,0,5.8625,11.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
61,1,3,6,0,0,1,7.2292,22.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
62,0,1,1,0,0,1,80.0,38.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
63,1,1,4,0,1,0,41.7375,45.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
64,1,3,6,1,0,0,4.6499999999999995,4.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
65,1,1,4,0,0,1,27.7208,40.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
66,1,3,6,0,1,0,5.081933333333333,25.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
67,0,2,2,0,0,1,10.5,29.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
68,1,3,6,0,0,1,8.1583,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
69,0,3,3,1,0,0,1.1321428571428571,17.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
70,1,3,6,0,1,0,2.8874999999999997,26.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
71,1,2,5,0,0,1,10.5,32.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
72,0,3,3,1,0,0,5.8625,16.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
73,1,2,5,0,0,1,73.5,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
74,1,3,6,0,1,0,7.2271,26.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
75,1,3,6,0,0,1,56.4958,32.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
76,1,3,6,0,0,1,7.65,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
77,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
78,1,3,6,0,0,1,8.05,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
79,1,2,5,0,1,0,9.666666666666666,0.83,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
80,0,3,3,0,0,1,12.475,30.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
81,1,3,6,0,0,1,9.0,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
82,1,3,6,0,0,1,9.5,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
83,0,3,3,0,0,1,7.7875,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
84,1,1,4,0,0,1,47.1,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
85,0,2,2,0,0,1,10.5,17.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
86,0,3,3,0,1,0,3.9625,33.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
87,1,3,6,1,0,0,6.875,16.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
88,1,3,6,0,0,1,8.05,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
89,0,1,1,1,0,0,43.833333333333336,23.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
90,1,3,6,0,0,1,8.05,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
91,1,3,6,0,0,1,8.05,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
92,1,3,6,0,0,1,7.8542,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
93,1,1,4,0,1,0,30.5875,46.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
94,1,3,6,0,1,0,5.14375,26.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
95,1,3,6,0,0,1,7.25,59.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
96,1,3,6,0,0,1,8.05,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
97,1,1,4,0,0,1,34.6542,71.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
98,1,1,4,0,1,0,31.67915,23.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
99,0,2,2,0,1,0,11.5,34.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
100,1,2,5,0,1,0,13.0,34.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
101,0,3,3,0,0,1,7.8958,28.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
102,1,3,6,0,0,1,7.8958,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
103,1,1,4,0,1,0,38.64375,21.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
104,1,3,6,0,0,1,8.6542,33.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
105,1,3,6,0,1,0,2.6416666666666666,37.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
106,1,3,6,0,0,1,7.8958,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
107,0,3,3,0,0,1,7.65,21.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
108,1,3,6,0,0,1,7.775,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
109,1,3,6,0,0,1,7.8958,38.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
110,0,3,3,0,1,0,12.075,21.5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
111,1,1,4,0,0,1,52.0,47.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
112,0,3,3,0,1,0,7.2271,14.5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
113,1,3,6,0,0,1,8.05,22.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
114,0,3,3,0,1,0,4.9125,20.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
115,0,3,3,0,0,1,14.4583,17.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,1,3,6,0,0,1,7.925,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
117,1,3,6,0,0,1,7.75,70.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
118,1,2,5,0,1,0,10.5,29.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
119,1,1,4,0,1,0,123.7604,24.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
120,0,3,3,1,0,0,4.4678571428571425,2.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
121,1,2,5,0,1,0,24.5,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
122,1,3,6,0,0,1,8.05,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
123,1,2,5,0,1,0,15.0354,32.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
124,0,2,2,0,0,1,13.0,32.5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
125,1,1,4,0,1,0,38.64375,54.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
126,1,3,6,0,1,0,5.62085,12.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
127,1,3,6,0,0,1,7.75,25.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
128,1,3,6,0,0,1,7.1417,24.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
129,0,3,3,0,1,0,7.452766666666666,21.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
130,1,3,6,0,0,1,6.975,45.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
131,1,3,6,0,0,1,7.8958,33.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
132,1,3,6,0,0,1,7.05,20.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
133,0,3,3,0,1,0,7.25,47.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134,0,2,2,0,1,0,13.0,29.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
135,1,2,5,0,0,1,13.0,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
136,1,2,5,0,0,1,15.0458,23.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
137,0,1,1,0,1,0,8.7611,19.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
138,1,1,4,0,1,0,26.55,37.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
139,1,3,6,0,0,1,9.2167,16.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
140,1,1,4,0,0,1,79.2,24.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
141,0,3,3,0,1,0,5.081933333333333,21.5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
142,0,3,3,0,0,1,7.75,22.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
143,0,3,3,0,1,0,7.925,24.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
144,1,3,6,0,0,1,6.75,19.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
145,1,2,5,0,0,1,11.5,18.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
146,1,2,5,0,1,0,12.25,19.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
147,1,3,6,0,0,1,7.7958,27.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
148,0,3,3,1,0,0,6.875,9.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
149,1,2,5,0,1,0,8.666666666666666,36.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
150,1,2,5,0,0,1,13.0,42.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
151,1,2,5,0,0,1,12.525,51.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
152,0,1,1,0,1,0,33.3,22.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
153,1,3,6,0,0,1,8.05,55.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
154,1,3,6,0,1,0,4.833333333333333,40.5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
155,1,3,6,0,0,1,7.3125,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
156,1,1,4,0,1,0,30.6896,51.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
157,0,3,3,0,0,1,7.7333,16.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
158,1,3,6,0,0,1,8.05,30.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
159,1,3,6,0,0,1,8.6625,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
160,1,3,6,1,0,0,6.322727272727272,25.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
161,1,3,6,0,1,0,8.05,44.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
162,0,2,2,0,0,1,15.75,40.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
163,1,3,6,0,0,1,7.775,26.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
164,1,3,6,0,0,1,8.6625,17.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
165,1,3,6,1,0,0,6.614583333333333,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
166,1,3,6,0,1,0,6.841666666666666,9.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
167,0,1,1,0,1,0,27.5,35.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
168,0,3,3,1,0,0,4.6499999999999995,45.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
169,1,1,4,0,0,1,25.925,40.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
170,1,3,6,0,0,1,56.4958,28.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
171,1,1,4,0,0,1,33.5,61.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
172,1,3,6,1,0,0,4.854166666666667,4.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
173,0,3,3,0,1,0,3.7111,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
174,1,3,6,0,0,1,7.925,21.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
175,1,1,4,0,0,1,30.6958,56.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
